name,item_id,image_url,quote,quality,recharge,item_pool
Eye of Greed,450,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/26/Collectible_Eye_of_Greed_icon.png/revision/latest?cb=20210822015844,Gold tears!,2,,Secret Room
Tarot Cloth,451,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Tarot_Cloth_icon.png/revision/latest?cb=20210822021609,I see the future,2,,"Shop, Curse Room"
Varicose Veins,452,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a0/Collectible_Varicose_Veins_icon.png/revision/latest?cb=20210822021724,I'm leaking...,0,,Item Room
Compound Fracture,453,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_Compound_Fracture_icon.png/revision/latest?cb=20210822014751,Bone tears!,3,,Item Room
Polydactyly,454,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/26/Collectible_Polydactyly_icon.png/revision/latest?cb=20210822021111,Hold me!,2,,Item Room
Dad's Lost Coin,455,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Dad%27s_Lost_Coin_icon.png/revision/latest?cb=20210822015102,I remember this...,1,,"Boss Room, Beggar, Gold/Stone Chest"
Midnight Snack,456,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Midnight_Snack_icon.png/revision/latest?cb=20210822020801,HP up,1,,"Boss Room, Beggar, Gold/Stone Chest"
Cone Head,457,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/af/Collectible_Cone_Head_icon.png/revision/latest?cb=20210822014817,Hard headed!,2,,Item Room
Belly Button,458,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a4/Collectible_Belly_Button_icon.png/revision/latest?cb=20210822014419,What's in there?,2,,Item Room
Sinus Infection,459,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/03/Collectible_Sinus_Infection_icon.png/revision/latest?cb=20210822021430,Booger tears!,3,,Item Room
Glaucoma,460,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/27/Collectible_Glaucoma_icon.png/revision/latest?cb=20210822020031,Blind tears!,1,,Item Room
Parasitoid,461,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/af/Collectible_Parasitoid_icon.png/revision/latest?cb=20210822020900,Egg tears!,3,,Item Room
Eye of Belial,462,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1f/Collectible_Eye_of_Belial_icon.png/revision/latest?cb=20210822015805,Possessed tears!,3,,Devil Room
Sulfuric Acid,463,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/be/Collectible_Sulfuric_Acid_icon.png/revision/latest?cb=20210822021543,Acid tears!,2,,Item Room
Glyph of Balance,464,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/50/Collectible_Glyph_of_Balance_icon.png/revision/latest?cb=20210822020100,A gift from above,2,,Angel Room
Analog Stick,465,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c2/Collectible_Analog_Stick_icon.png/revision/latest?cb=20210822014235,360 tears!,2,,Item Room
Contagion,466,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d9/Collectible_Contagion_icon.png/revision/latest?cb=20210822014847,Outbreak!,2,,Item Room
Finger!,467,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2f/Collectible_Finger%21_icon.png/revision/latest?cb=20210822015923,Watch where you point that!,1,,Item Room
Shade,468,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/59/Collectible_Shade_icon.png/revision/latest?cb=20210822021255,It follows,0,,"Devil Room, Curse Room"
Depression,469,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/85/Collectible_Depression_icon.png/revision/latest?cb=20210822015358,:(,1,,Item Room
Hushy,470,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8f/Collectible_Hushy_icon.png/revision/latest?cb=20210822020208,Lil hush!,0,,Item Room
Lil Monstro,471,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/21/Collectible_Lil_Monstro_icon.png/revision/latest?cb=20210821211013,Ain't he cute?,2,,Item Room
King Baby,472,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f9/Collectible_King_Baby_icon.png/revision/latest?cb=20210822020305,Hail to the king baby,1,,Shop
Big Chubby,473,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bc/Collectible_Big_Chubby_icon.png/revision/latest?cb=20210822014451,Chub chub,1,,Item Room
Tonsil,474,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8f/Trinket_Tonsil_icon.png/revision/latest?cb=20210825081441,Gross...,,,
Acid Baby,491,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Acid_Baby_icon.png/revision/latest?cb=20210822014123,Pills pills pills!,2,,Item Room
YO LISTEN!,492,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/63/Collectible_YO_LISTEN%21_icon.png/revision/latest?cb=20210822021643,Yo listen!,2,,"Item Room, Key Beggar"
Adrenaline,493,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Adrenaline_icon.png/revision/latest?cb=20210822014206,Panic = power,1,,"Item Room, Demon Beggar"
Jacob's Ladder,494,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/31/Collectible_Jacob%27s_Ladder_icon.png/revision/latest?cb=20210822020235,Electric tears,3,,Item Room
Ghost Pepper,495,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a3/Collectible_Ghost_Pepper_icon.png/revision/latest?cb=20210822020002,Flame tears,3,,Item Room
Euthanasia,496,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Euthanasia_icon.png/revision/latest?cb=20210822015723,Needle shot,3,,"Item Room, Curse Room, Demon Beggar"
Camo Undies,497,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dd/Collectible_Camo_Undies_icon.png/revision/latest?cb=20210822014623,Camo kid,3,,Item Room
Duality,498,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dc/Collectible_Duality_icon.png/revision/latest?cb=20210822015508,You feel very balanced,1,,"Devil Room, Angel Room"
Eucharist,499,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f8/Collectible_Eucharist_icon.png/revision/latest?cb=20210822015650,Peace be with you,3,,Angel Room
Sack of Sacks,500,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1e/Collectible_Sack_of_Sacks_icon.png/revision/latest?cb=20210822021220,Gives sacks,2,,Secret Room
Greed's Gullet,501,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/23/Collectible_Greed%27s_Gullet_icon.png/revision/latest?cb=20210822020132,Money = health!,1,,Secret Room
Large Zit,502,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/43/Collectible_Large_Zit_icon.png/revision/latest?cb=20210822020341,Creep shots,1,,Item Room
Little Horn,503,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/97/Collectible_Little_Horn_icon.png/revision/latest?cb=20210822020536,Big brother is watching,3,,"Devil Room, Curse Room, Demon Beggar"
Poke Go,505,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/24/Collectible_Poke_Go_icon.png/revision/latest?cb=20210822021043,Gotta catch em...,2,,Shop
Backstabber,506,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5d/Collectible_Backstabber_icon.png/revision/latest?cb=20210822014338,Watch your back!,3,,"Item Room, Devil Room"
Mom's Razor,508,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2d/Collectible_Mom%27s_Razor_icon.png/revision/latest?cb=20210822020830,It's sharp!,1,,"Item Room, Mom's Chest"
Bloodshot Eye,509,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/22/Collectible_Bloodshot_Eye_icon.png/revision/latest?cb=20210822014522,Bloody friend,1,,Item Room
Angry Fly,511,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/07/Collectible_Angry_Fly_icon.png/revision/latest?cb=20210822050012,He's violent,1,,Item Room
Bozo,513,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c6/Collectible_Bozo_icon.png/revision/latest?cb=20210822050109,Party time!,2,,Item Room
Broken Modem,514,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6c/Collectible_Broken_Modem_icon.png/revision/latest?cb=20210822050137,Lag!,3,,Shop
Fast Bombs,517,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Fast_Bombs_icon.png/revision/latest?cb=20210822045824,Rapid bomb drops,1,,Item Room
Buddy in a Box,518,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/af/Collectible_Buddy_in_a_Box_icon.png/revision/latest?cb=20210822045754,What could it be?!,2,,Shop
Lil Delirium,519,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7d/Collectible_Lil_Delirium_icon.png/revision/latest?cb=20210822045849,Delirious friend,1,,"Angel Room, Devil Room"
Jumper Cables,520,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Jumper_Cables_icon.png/revision/latest?cb=20210822050657,Bloody recharge,3,,"Greed Mode Item Room, Shop"
Technology Zero,524,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3b/Collectible_Technology_Zero_icon.png/revision/latest?cb=20210822050812,Static tears!,3,,"Item Room, Greed Mode Item Room"
Leprosy,525,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Leprosy_icon.png/revision/latest?cb=20210822050724,You're tearing me apart!,0,,"Item Room, Greed Mode Item Room"
7 Seals,526,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/90/Collectible_7_Seals_icon.png/revision/latest?cb=20210822062850,Lil harbingers!,2,,"Devil Room, Angel Room"
Angelic Prism,528,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c7/Collectible_Angelic_Prism_icon.png/revision/latest?cb=20210822062758,Eclipsed by the moon,3,,Angel Room
Pop!,529,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/76/Collectible_Pop%21_icon.png/revision/latest?cb=20210822062733,Eyeball tears!,1,,Item Room
Death's List,530,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9d/Collectible_Death%27s_List_icon.png/revision/latest?cb=20210822064754,Just hope you're not next...,1,,Devil Room
Haemolacria,531,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/48/Collectible_Haemolacria_icon.png/revision/latest?cb=20210822064726,I'm seeing red...,4,,Item Room
Lachryphagy,532,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/30/Collectible_Lachryphagy_icon.png/revision/latest?cb=20210822064658,Feed them!,3,,Item Room
Trisagion,533,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/25/Collectible_Trisagion_icon.png/revision/latest?cb=20210822064628,Smite thy enemy,3,,Angel Room
Schoolbag,534,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d7/Collectible_Schoolbag_icon.png/revision/latest?cb=20210822064600,Extra active item room,3,,"Shop, Gold/Stone Chest"
Blanket,535,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e2/Collectible_Blanket_icon.png/revision/latest?cb=20210822090842,You feel Safe,2,,Shop
Lil Spewer,537,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a3/Collectible_Lil_Spewer_icon.png/revision/latest?cb=20210822090936,Puking buddy,1,,"Item Room, Greed Mode Item Room"
Marbles,538,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/38/Collectible_Marbles_icon.png/revision/latest?cb=20210822091000,Choking hazard,2,,Boss Room
Mystery Egg,539,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5f/Collectible_Mystery_Egg_icon.png/revision/latest?cb=20210822091029,Sacrificial insemination,0,,Item Room
Flat Stone,540,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/46/Collectible_Flat_Stone_icon.png/revision/latest?cb=20210822091053,Skipping tears,2,,"Item Room, Greed Mode Item Room"
Marrow,541,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/59/Collectible_Marrow_icon.png/revision/latest?cb=20210822091122,HP up?,1,,Boss Room
Slipped Rib,542,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/77/Collectible_Slipped_Rib_icon.png/revision/latest?cb=20210822091149,Projectile shield,1,,"Item Room, Greed Mode Item Room"
Hallowed Ground,543,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/51/Collectible_Hallowed_Ground_icon.png/revision/latest?cb=20210822091216,Portable sanctuary,1,,"Item Room, Angel Room"
Pointy Rib,544,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b4/Collectible_Pointy_Rib_icon.png/revision/latest?cb=20210822091243,Stabbing time,1,,"Item Room, Greed Mode Item Room"
Dad's Ring,546,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Dad%27s_Ring_icon.png/revision/latest?cb=20210822091337,Father's blessing,2,,Secret Room
Divorce Papers,547,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Divorce_Papers_icon.png/revision/latest?cb=20210822091404,Tears up + you feel empty,3,,Boss Room
Jaw Bone,548,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bc/Collectible_Jaw_Bone_icon.png/revision/latest?cb=20210822091433,Fetch!,1,,"Item Room, Greed Mode item Room"
Brittle Bones,549,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/49/Collectible_Brittle_Bones_icon.png/revision/latest?cb=20210822091500,Everything hurts,3,,"Item Room, Greed Mode Item Room"
Broken Shovel,551,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d6/Collectible_Broken_Shovel_2_icon.png/revision/latest?cb=20210822091553,It feels cursed,4,,
Mucormycosis,553,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f0/Collectible_Mucormycosis_icon.png/revision/latest?cb=20210824093551,Spore shot,3,,Item Room
2Spooky,554,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/92/Collectible_2Spooky_icon.png/revision/latest?cb=20210824100215,4me,1,,Devil Room
Eye Sore,558,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/10/Collectible_Eye_Sore_icon.png/revision/latest?cb=20210824100154,More eyes,1,,Item Room
120 Volt,559,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_120_Volt_icon.png/revision/latest?cb=20210824100133,Zap!,2,,Item Room
It Hurts,560,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f5/Collectible_It_Hurts_icon.png/revision/latest?cb=20210822150350,No it doesn't...,1,,Item Room
Almond Milk,561,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Almond_Milk_icon.png/revision/latest?cb=20210822150735,DMG down + tears up + you feel nutty,1,,Item Room
Rock Bottom,562,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a5/Collectible_Rock_Bottom_icon.png/revision/latest?cb=20210824100112,It's only up from there,4,,Secret Room
Nancy Bombs,563,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Nancy_Bombs_icon.png/revision/latest?cb=20210824100051,Random blast +5 bombs,1,,Item Room
A Bar of Soap,564,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c0/Collectible_A_Bar_of_Soap_icon.png/revision/latest?cb=20210822150139,Tears + shot speed up,2,,Boss Room
Blood Puppy,565,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/78/Collectible_Blood_Puppy_icon.png/revision/latest?cb=20210824095947,What a cute little thing!,1,,"Item Room, Red Chest, Curse Room"
Dream Catcher,566,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/85/Collectible_Dream_Catcher_icon.png/revision/latest?cb=20210824093531,Sweet dreams,2,,Shop
Paschal Candle,567,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/72/Collectible_Paschal_Candle_icon.png/revision/latest?cb=20210824100030,Keep the flame burning,3,,Angel Room
Divine Intervention,568,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/86/Collectible_Divine_Intervention_icon.png/revision/latest?cb=20210824100009,Double tap shield,1,,Angel Room
Blood Oath,569,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7e/Collectible_Blood_Oath_icon.png/revision/latest?cb=20210822150324,Bleed me dry,1,,"Devil Room, Curse Room"
Playdough Cookie,570,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Playdough_Cookie_icon.png/revision/latest?cb=20210824095927,Tasty rainbow,2,,Item Room
Orphan Socks,571,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/99/Collectible_Orphan_Socks_icon.png/revision/latest?cb=20210824095906,Speed up + your feet feel stronger,2,,Secret Room
Eye of the Occult,572,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dc/Collectible_Eye_of_the_Occult_icon.png/revision/latest?cb=20210824100236,DMG up + range up + controlled tears,3,,Devil Room
Immaculate Heart,573,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Immaculate_Heart_icon.png/revision/latest?cb=20210824095845,Halo of tears,3,,Angel Room
Monstrance,574,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/aa/Collectible_Monstrance_icon.png/revision/latest?cb=20210824095824,Purifying light,1,,Angel Room
The Intruder,575,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ae/Collectible_The_Intruder_icon.png/revision/latest?cb=20210824095803,Invasive friend,2,,Item Room
Dirty Mind,576,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/60/Collectible_Dirty_Mind_icon.png/revision/latest?cb=20210824095742,Filthy friends,1,,Item Room
Spirit Sword,579,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f9/Collectible_Spirit_Sword_icon.png/revision/latest?cb=20210824095720,Divine blade,3,,Angel Room
Psy Fly,581,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c9/Collectible_Psy_Fly_icon.png/revision/latest?cb=20210822145744,Flamboyant protector,4,,"Item Room, Key Beggar"
Rocket in a Jar,583,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Rocket_in_a_Jar_icon.png/revision/latest?cb=20210824095659,Rocket propulsion +5 bombs,1,,"Item Room, Bomb Beggar"
The Stairway,586,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e9/Collectible_The_Stairway_icon.png/revision/latest?cb=20210824095617,May you get what you came for,3,,Angel Room
Sol,588,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Sol_icon.png/revision/latest?cb=20210824095553,Radiant victory,2,,Planetarium
Luna,589,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Luna_icon.png/revision/latest?cb=20210824095532,The moon's blessing shines upon you,3,,Planetarium
Mercurius,590,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/96/Collectible_Mercurius_icon.png/revision/latest?cb=20210824095511,Speed up + you feel elusive,2,,Planetarium
Venus,591,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/21/Collectible_Venus_icon.png/revision/latest?cb=20210824095450,HP up + you feel pretty,2,,Planetarium
Terra,592,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ed/Collectible_Terra_icon.png/revision/latest?cb=20210824095430,Born to rock,3,,Planetarium
Mars,593,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3e/Collectible_Mars_icon.png/revision/latest?cb=20210824095409,Double tap dash,0,,Planetarium
Jupiter,594,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/60/Collectible_Jupiter_icon.png/revision/latest?cb=20210824095348,You're a gas giant!,2,,Planetarium
Saturnus,595,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0a/Collectible_Saturnus_icon.png/revision/latest?cb=20210824095327,Ring of tears,2,,Planetarium
Uranus,596,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ab/Collectible_Uranus_icon.png/revision/latest?cb=20210824095306,Ice tears,3,,Planetarium
Neptunus,597,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Neptunus_icon.png/revision/latest?cb=20210824095245,Open the floodgates,3,,Planetarium
Pluto,598,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9b/Collectible_Pluto_icon.png/revision/latest?cb=20210824095224,Size down,3,,Planetarium
Voodoo Head,599,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1f/Collectible_Voodoo_Head_icon.png/revision/latest?cb=20210824095203,Extra curse rooms,2,,"Shop, Crane Game"
Eye Drops,600,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/62/Collectible_Eye_Drops_icon.png/revision/latest?cb=20210824095141,Tears up,3,,Boss Room
Act of Contrition,601,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dc/Collectible_Act_of_Contrition_icon.png/revision/latest?cb=20210824095120,"Tears up, you feel forgiven",3,,Angel Room
Member Card,602,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/27/Collectible_Member_Card_icon.png/revision/latest?cb=20210824095059,Exclusive access!,2,,Shop
Battery Pack,603,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/98/Collectible_Battery_Pack_icon.png/revision/latest?cb=20210822145810,Instant energy!,0,,"Shop, Battery Beggar"
Ocular Rift,606,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Ocular_Rift_icon.png/revision/latest?cb=20210824095038,Stare into the abyss,2,,Devil Room
Boiled Baby,607,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/00/Collectible_Boiled_Baby_icon.png/revision/latest?cb=20210824095017,Messy friend,1,,Item Room
Freezer Baby,608,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/29/Collectible_Freezer_Baby_icon.png/revision/latest?cb=20210824094955,Iced iced baby,2,,Item Room
Bird Cage,610,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/87/Collectible_Bird_Cage_icon.png/revision/latest?cb=20210824094934,Fat buddy,0,,Item Room
Lost Soul,612,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2e/Collectible_Lost_Soul_icon.png/revision/latest?cb=20210824094912,Protect him,1,,"Item Room, Secret Room"
Blood Bombs,614,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a6/Collectible_Blood_Bombs_icon.png/revision/latest?cb=20210824094851,Bloody blast + HP up,2,,Item Room
Lil Dumpy,615,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/61/Collectible_Lil_Dumpy_icon.png/revision/latest?cb=20210824094829,Puffy buddy,3,,Item Room
Bird's Eye,616,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/53/Collectible_Bird%27s_Eye_icon.png/revision/latest?cb=20210824094808,It burns,3,,Item Room
Lodestone,617,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/82/Collectible_Lodestone_icon.png/revision/latest?cb=20210824094747,Magnetizing tears,2,,"Item Room, Crane Game"
Rotten Tomato,618,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a6/Collectible_Rotten_Tomato_icon.png/revision/latest?cb=20210824094726,Delicious!,2,,"Item Room, Rotten Beggar"
Birthright,619,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/70/Collectible_Birthright_icon.png/revision/latest?cb=20210824094704,???,3,,Shop
Red Stew,621,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a6/Collectible_Red_Stew_icon.png/revision/latest?cb=20210824094643,Full HP + temporary DMG up,2,,"Shop, Ultra Secret Room"
Booster Pack,624,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Booster_Pack_icon.png/revision/latest?cb=20210822145837,Collect them all!,1,,"Boss Room, Shop"
Knife Piece 1,626,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Knife_Piece_1_icon.png/revision/latest?cb=20210824094623,???,0,,None (see above)
Knife Piece 2,627,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4c/Collectible_Knife_Piece_2_icon.png/revision/latest?cb=20210824094602,???,0,,None (see above)
Bot Fly,629,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6c/Collectible_Bot_Fly_icon.png/revision/latest?cb=20210824092101,Defense drone,3,,"Item Room, Key Beggar, Crane Game"
Evil Charm,632,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/36/Collectible_Evil_Charm_icon.png/revision/latest?cb=20210824094541,Luck up + you feel protected,1,,Secret Room
Dogma,633,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1b/Collectible_Dogma_icon.png/revision/latest?cb=20210824094519,Ascended,3,,None
Purgatory,634,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/38/Collectible_Purgatory_icon.png/revision/latest?cb=20210824094458,Help from beyond,1,,"Devil Room, Angel Room"
Knockout Drops,637,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c3/Collectible_Knockout_Drops_icon.png/revision/latest?cb=20210822150207,They pack a punch!,2,,Item Room
Akeldama,641,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_Akeldama_icon.png/revision/latest?cb=20210824094437,Spill your guts,1,,Item Room
Revelation,643,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/94/Collectible_Revelation_icon.png/revision/latest?cb=20210821031539,Awaken your faith,4,,Angel Room
Consolation Prize,644,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f0/Collectible_Consolation_Prize_icon.png/revision/latest?cb=20210822105122,+1 to lowest stat,1,,"Boss Room, Golden Chest, Crane Game"
Tinytoma,645,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/ff/Collectible_Tinytoma_icon.png/revision/latest?cb=20210824094414,Itching for revenge,1,,Item Room
Brimstone Bombs,646,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/23/Collectible_Brimstone_Bombs_icon.png/revision/latest?cb=20210824094354,Demon blast +5 bombs,2,,"Devil Room, Bomb Beggar, Greed Mode Devil Room"
4.5 Volt,647,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/25/Collectible_4.5_Volt_icon.png/revision/latest?cb=20210824094332,Beat the juice out of them!,2,,"Shop, Battery Beggar"
Fruity Plum,649,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/66/Collectible_Fruity_Plum_icon.png/revision/latest?cb=20210824094311,Bouncy friend,1,,"Item Room, Key Beggar"
Star of Bethlehem,651,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/07/Collectible_Star_of_Bethlehem_icon.png/revision/latest?cb=20210824094250,Follow the light,3,,Angel Room
Cube Baby,652,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b3/Collectible_Cube_Baby_icon.png/revision/latest?cb=20210824093322,Kick it!,1,,Item Room
